name,POI,geometry
med green pharmacy,Pharmacies,POINT (8286141.549173094 3693025.4875287637)
pakistan pharmacy,Pharmacies,POINT (8281585.209019078 3695616.0382401105)
siddique sons pharmacy,Pharmacies,POINT (8280952.157338835 3693253.3548095883)
khalid pharmacy - liberty market,Pharmacies,POINT (8276177.887017694 3699000.878978255)
green plus pharmacie,Pharmacies,POINT (8276963.524323968 3703016.3970764475)
shafiq  26 sons medical,Pharmacies,POINT (8277707.962286698 3701489.2905573216)
yousaf medical store,Pharmacies,POINT (8276796.244525152 3700569.592548195)
al chemist pharmacy,Pharmacies,POINT (8270696.381707645 3693905.3057882832)
first pharmacy bahria town lahore,Pharmacies,POINT (8277585.611034367 3700517.788547783)
vision pharmacy,Pharmacies,POINT (8269958.622914359 3693403.5981499664)
rafiq medical store,Pharmacies,POINT (8277807.548703162 3700913.9700318207)
sultani pharmacy,Pharmacies,POINT (8277682.826345677 3699007.198608362)
care central pharmacy,Pharmacies,POINT (8274729.887609251 3703340.3367253556)
shaffer pharmacy  26 cash n carry,Pharmacies,POINT (8273840.767704336 3701773.591502671)
pharmacey and general store,Pharmacies,POINT (8273185.641369068 3701660.753180584)
makki madni pharmacy,Pharmacies,POINT (8274736.288479973 3703312.03199048)
noor pharmacy  26 general store,Pharmacies,POINT (8276231.2647135295 3700999.3248108695)
b plus pharmacy  26 medical store,Pharmacies,POINT (8288644.400944345 3709970.8241833616)
green plus pharmacie sooter mill branch,Pharmacies,POINT (8288549.968620306 3709973.62091539)
green pharmacy,Pharmacies,POINT (8288050.066183001 3709901.1021229103)
health hub pharmacy,Pharmacies,POINT (8289373.142858874 3708956.698315523)
medicare pharmacy,Pharmacies,POINT (8290307.436213153 3709131.1801812574)
sheraz medical and general store,Pharmacies,POINT (8288568.213884846 3710231.9162635966)
life care pharmacy,Pharmacies,POINT (8288862.431299013 3708024.951019085)
green life pharmacy,Pharmacies,POINT (8289769.295530761 3709628.5822181064)
lasani pharma(pvt)limited,Pharmacies,POINT (8289874.893199726 3710862.347730173)
al ghani pharmacy,Pharmacies,POINT (8269908.0170738455 3704206.373208777)
life zone pharmacy,Pharmacies,POINT (8289772.445872349 3709699.282859062)
hammad pharmacy,Pharmacies,POINT (8288794.092263614 3707909.8465480763)
khalid abid pharmacy,Pharmacies,POINT (8293321.8344404455 3710486.335481702)
pak pharmacy,Pharmacies,POINT (8290618.295891194 3708314.866487367)
new khalid pharmacy,Pharmacies,POINT (8288732.777488085 3707994.361791988)
hammad pharmacy,Pharmacies,POINT (8291287.793572722 3709216.853887905)
ichra pharmacy,Pharmacies,POINT (8290622.470372099 3710213.083676201)
alkarim medical centre,Pharmacies,POINT (8292417.063015126 3707891.0436847205)
al barkat pharmacy  d8 a7 d9 84 d8 a8 d8 b1 da a9 d8 aa  d9 81 d8 a7 d8 b1 d9 85 db 8c d8 b3 db 8c e2 80 ad,Pharmacies,POINT (8291187.984517277 3710378.6049505514)
friends pharmacy and family mart,Pharmacies,POINT (8291232.979855455 3708718.9329012763)
sattar pharmacy,Pharmacies,POINT (8293153.842196889 3709069.6956855124)
al hadi store  26 pharmacy,Pharmacies,POINT (8287767.314676385 3692299.7207108564)
aditi medical store amiliya,Pharmacies,POINT (8277585.56650657 3700517.89301744)
new hasham all noor medical store,Pharmacies,POINT (8275625.820267002 3699858.8639895986)
medik pharmacy,Pharmacies,POINT (8282179.399065087 3694557.735337523)
saddiquei medical and general store,Pharmacies,POINT (8277473.467779342 3698956.1585488035)
hafiz pharmacy,Pharmacies,POINT (8280882.593789039 3693145.3848632677)
mehmood medical store,Pharmacies,POINT (8293412.270394767 3709528.9355238024)
zain medical store batta pure lahore,Pharmacies,POINT (8291283.151549957 3710225.251014205)
chaudhary pharma plex,Pharmacies,POINT (8293424.91628892 3709596.4599553165)
sheikh medical store,Pharmacies,POINT (8293243.888532993 3710323.635693467)
haider medicine,Pharmacies,POINT (8274519.0262297895 3702837.2745933975)
al_rehman pharmacy  26 medical store,Pharmacies,POINT (8266203.282156347 3685230.3776717177)
hafeez  26 sons pharmacy,Pharmacies,POINT (8264042.481784457 3685334.5997810615)
zafar son's pharmacy,Pharmacies,POINT (8263463.464585045 3684321.683510739)
green plus pharmacie defence road branch,Pharmacies,POINT (8266579.664486668 3683628.4868360977)
alkhidmat pharmacy and general store,Pharmacies,POINT (8262981.851940078 3685527.838866892)
medycle pharmacy,Pharmacies,POINT (8266621.698726391 3685188.329107968)
clinix pharmacy,Pharmacies,POINT (8266144.082451144 3685229.9211883964)
fazal din pharma plus,Pharmacies,POINT (8266010.677173378 3686668.854217151)
baig pharmacy,Pharmacies,POINT (8266149.737481276 3683775.5734871654)
al shifa care pharmacy,Pharmacies,POINT (8267781.903855286 3684428.9235179676)
medaid plus pharmacy valencia town lahore,Pharmacies,POINT (8266559.81622146 3685943.8036546726)
valencia pharmacy,Pharmacies,POINT (8266699.967460369 3686905.3948379797)
ishaq pharmacy,Pharmacies,POINT (8266219.846496577 3685134.333955674)
dukes  26 dukes pharmacy,Pharmacies,POINT (8267181.602369236 3687310.749012178)
bin sina pharmacy,Pharmacies,POINT (8284249.83027435 3707062.165477794)
blue star pharmacy  26 stationery and mart,Pharmacies,POINT (8282165.973934496 3690524.9950202648)
asad pharmacy,Pharmacies,POINT (8270661.716818211 3695626.9901013095)
orange pharmacy,Pharmacies,POINT (8270809.894192405 3695617.186944994)
mahmood pharmacy,Pharmacies,POINT (8283309.781702397 3694168.9255762324)
servmed pharmacy,Pharmacies,POINT (8283735.189136463 3707480.6023109355)
al saif's pharmacy  26 health clinic,Pharmacies,POINT (8285475.546923577 3690290.4459413467)
human care pharmacy,Pharmacies,POINT (8279123.356216287 3696912.472669873)
al haram pharmacy,Pharmacies,POINT (8272137.80213418 3701089.2640071576)
guardian pharmacy,Pharmacies,POINT (8276181.649616483 3700955.472020844)
green plus pharmacie central park,Pharmacies,POINT (8279798.130441679 3675359.0044789407)
well care pharmacy,Pharmacies,POINT (8276479.206615373 3697921.4714945196)
fazal din pharmacy,Pharmacies,POINT (8273590.532620981 3697863.738313278)
taqwa pharmacy,Pharmacies,POINT (8272572.794176405 3703215.558662362)
2bwell pharmacy dha 03158499985,Pharmacies,POINT (8279712.425565718 3694366.689832773)
al. haram medicine stor,Pharmacies,POINT (8274865.163054463 3695625.697807283)
shifa pharmacy,Pharmacies,POINT (8273236.881730681 3697924.0435127905)
danish pharmacy,Pharmacies,POINT (8280834.45924122 3673865.4075306626)
7 eleven chemist,Pharmacies,POINT (8273271.034550456 3697872.3421327886)
medicare pharmacy and general store,Pharmacies,POINT (8271726.910761714 3695102.382180068)
servaid pharmacy,Pharmacies,POINT (8273670.293036135 3700808.504945489)
bioplus pharmacy,Pharmacies,POINT (8274213.754790188 3701722.291728676)
maliksons pharma plus,Pharmacies,POINT (8272837.600981102 3700764.221895373)
servaid pharmacy,Pharmacies,POINT (8273774.554871212 3699176.9289064948)
medco pharmacy,Pharmacies,POINT (8273204.276251826 3700271.673580589)
hope  26 health pharmacy,Pharmacies,POINT (8272879.234470661 3700829.321038152)
health link pharmacy,Pharmacies,POINT (8273213.003699905 3701243.547773903)
clinix the medicine super store,Pharmacies,POINT (8273369.0847579455 3700435.035802572)
apple pharmacy wahdat road,Pharmacies,POINT (8273493.784851533 3700457.8100542515)
green plus pharmacy,Pharmacies,POINT (8272541.045857629 3699457.102007566)
pharmacy,Pharmacies,POINT (8273919.615299665 3701431.0703442357)
health  26 care pharmacy,Pharmacies,POINT (8273428.651817471 3700478.521079214)
health 2b pharmacy 26mart,Pharmacies,POINT (8268082.032334415 3702342.6181561113)
online medicine,Pharmacies,POINT (8274109.359371722 3699435.713723756)
al-kareem pharmacy,Pharmacies,POINT (8267030.975966243 3701269.079091591)
pharmacy,Pharmacies,POINT (8272429.102977688 3697176.444588792)
al raheem pharmacy,Pharmacies,POINT (8265129.483216207 3699048.4199123047)
al haram pharmacy,Pharmacies,POINT (8269040.893900312 3715158.756244936)
mushtaq pharmacy,Pharmacies,POINT (8268499.2800498055 3701137.0089697433)
shafique sons pharmacy,Pharmacies,POINT (8267961.384270293 3702619.690161033)
madina pharmacy and store,Pharmacies,POINT (8267739.802823868 3702876.445166818)
mian maqsood pharmacy,Pharmacies,POINT (8277990.435494586 3694437.784985838)
al-khair pharmacy,Pharmacies,POINT (8279171.245861227 3679643.5398695795)
servaid pharmacy,Pharmacies,POINT (8279753.179631297 3675349.843071667)
health bridge pharmacy,Pharmacies,POINT (8283285.369338067 3696061.4436070747)
noor pharmacy,Pharmacies,POINT (8277430.732226825 3687997.148934175)
almeraj pharmacy,Pharmacies,POINT (8278592.885446809 3680087.295052159)
islam pharmacy vetrinary store,Pharmacies,POINT (8281632.786969443 3673156.905837813)
hikma pharmacy,Pharmacies,POINT (8285519.963400403 3690966.5482184193)
punjab pharmacy,Pharmacies,POINT (8280796.655142147 3673999.9981582044)
mahmood pharmacy,Pharmacies,POINT (8281591.108952089 3695472.607619998)
online pharmacy,Pharmacies,POINT (8274061.658969917 3699682.0338119143)
live well pharmacy,Pharmacies,POINT (8270398.5241461275 3692736.0917665106)
al-huda pharmacy,Pharmacies,POINT (8272901.954778732 3702817.134254179)
grande pharmacie,Pharmacies,POINT (8270940.015545194 3700365.041808937)
apple plus pharmacy,Pharmacies,POINT (8277937.324965528 3704652.510309687)
ishaq pharmacy,Pharmacies,POINT (8272233.848590837 3701479.469631547)
well  2b pharmacy,Pharmacies,POINT (8272508.095288356 3701993.0807013973)
malik pharmacy chemist  26 drugist,Pharmacies,POINT (8273214.239346254 3705151.7021274385)
fazal  26 sons pharmacy,Pharmacies,POINT (8273076.370156906 3696589.447736574)
medplus pharmacy hameed latif hospital,Pharmacies,POINT (8274177.253129156 3699421.5201763776)
d watson chemist,Pharmacies,POINT (8273282.645173346 3697898.1797395144)
family care pharmacy,Pharmacies,POINT (8272658.810746941 3702386.854694335)
get well pharmacy,Pharmacies,POINT (8271590.92287176 3702553.6018951195)
servaid pharmacy,Pharmacies,POINT (8283682.846711892 3692850.9879153287)
servaid pharmacy,Pharmacies,POINT (8282491.193826849 3694564.1048777048)
florrax pharmacy and cosmetics,Pharmacies,POINT (8283632.252003327 3692812.72388028)
fahad pharmacy,Pharmacies,POINT (8281044.708363482 3694036.3449164075)
u pharmacy,Pharmacies,POINT (8286020.92337287 3693159.0360330967)
servid pharmacy,Pharmacies,POINT (8286016.203426462 3693166.65772537)
new mahmood pharmacy,Pharmacies,POINT (8286557.5389782395 3693785.1399666197)
bio plus pharmacy,Pharmacies,POINT (8271737.10762707 3701277.371884025)
al hameed pharmacy,Pharmacies,POINT (8270918.998425332 3705153.0476855733)
qadria medical store,Pharmacies,POINT (8277400.976526938 3704986.709085868)
fazal elahi pharmacy,Pharmacies,POINT (8278423.000771911 3704532.5521270162)
servaid pharmacy,Pharmacies,POINT (8279580.400649636 3701672.050025759)
bio care pharmacy,Pharmacies,POINT (8279932.81589359 3704147.055826024)
sulaman pharmacy,Pharmacies,POINT (8273039.924155619 3700999.664350657)
well 2bpharmacy,Pharmacies,POINT (8272508.663017758 3701994.2038860824)
medik pharmacy,Pharmacies,POINT (8271177.7160538845 3700939.161121595)
pharma plus pharmacy,Pharmacies,POINT (8278492.89828018 3705217.2819297737)
lucky  2b pharmacy,Pharmacies,POINT (8279526.889370412 3703153.6729785963)
leads college of pharmacy,Pharmacies,POINT (8279264.665177899 3692123.9395362744)
care  26 cure pharmacy,Pharmacies,POINT (8282452.86652617 3694660.9797281306)
khalid omer pharmacy,Pharmacies,POINT (8284753.005504685 3695214.3244923158)
guardian pharmacy dha,Pharmacies,POINT (8279705.479229492 3694395.052141825)
siddique sons pharmacy,Pharmacies,POINT (8283682.056343508 3692927.0595741677)
medigo  2b pharmacy,Pharmacies,POINT (8277171.357813277 3689915.0410804795)
greenfield plus pharmacy,Pharmacies,POINT (8276197.657359259 3700955.3283699136)
green plus pharmacie,Pharmacies,POINT (8275112.615150548 3702728.7104607048)
usman and brothers pharmacy,Pharmacies,POINT (8274735.653958875 3703312.7111988543)
the chemist pharmacy,Pharmacies,POINT (8258421.426360749 3680684.790985032)
askari pharmacy,Pharmacies,POINT (8258347.421163269 3679857.3262017802)
ren pharmacy plus,Pharmacies,POINT (8258859.179126345 3683102.424286054)
hyatt pharmacy,Pharmacies,POINT (8257810.44933553 3681474.461173029)
medicine pharma,Pharmacies,POINT (8258280.996823114 3681910.068197092)
first pharmacy bahria town lahore,Pharmacies,POINT (8258327.016300608 3680906.4833364226)
rainbow pharmacy,Pharmacies,POINT (8257492.921619991 3681438.488331958)
fazal din's pharma plus,Pharmacies,POINT (8258301.1456509475 3681724.083525358)
servaid pharmacy,Pharmacies,POINT (8258398.850768016 3681576.0957765128)
abid pharmacy,Pharmacies,POINT (8278232.644442653 3695811.8287159284)
servaid pharmacy,Pharmacies,POINT (8258854.9712495925 3683140.93180412)
new paradise pharmacy,Pharmacies,POINT (8274233.758902683 3702466.8648548457)
punjab medical services pharmacy,Pharmacies,POINT (8274674.906912749 3702687.6203902503)
tri.star pharmacy,Pharmacies,POINT (8275177.814976305 3702784.5074976855)
vintage pharma,Pharmacies,POINT (8274278.331226797 3703032.854429422)
farmacia 24 hours pharmacy,Pharmacies,POINT (8274222.415446572 3702388.7876792923)
fazal din pharmacy,Pharmacies,POINT (8275147.324567776 3702878.1561883977)
pharmacy 72,Pharmacies,POINT (8274258.115607269 3702877.0198610625)
amin medical store,Pharmacies,POINT (8276266.9648742275 3701101.095755633)
med green pharmacy branch 2 hamza town chota suwa,Pharmacies,POINT (8279993.785578697 3679420.449419159)
jaffar sons pharmacy,Pharmacies,POINT (8279608.931835127 3679651.8180074384)
fazal din pharmacy,Pharmacies,POINT (8279509.490134001 3678655.0530764544)
usman medical store,Pharmacies,POINT (8279200.945901371 3678672.8724564286)
al jannat pharmacy,Pharmacies,POINT (8276346.714157431 3708083.9867459103)
muzna pharmacy,Pharmacies,POINT (8276470.557090937 3698179.119915312)
nmp pharmacy - shadman,Pharmacies,POINT (8275047.782679108 3702234.215153611)
new mahmood pharmacy,Pharmacies,POINT (8274842.676517322 3703132.434950146)
al jannat mart  26 pharmacy,Pharmacies,POINT (8278437.338722326 3687276.193920362)
taimour pharmacy,Pharmacies,POINT (8278345.856364792 3681342.057126862)
green life pharmacy,Pharmacies,POINT (8277904.329868458 3681302.238405563)
zeeshan medical  26 general store,Pharmacies,POINT (8278768.380624045 3681083.8244601255)
fazal din e2 80 99s pharma plus,Pharmacies,POINT (8278349.418588496 3681266.787596582)
sarwal pharmacy,Pharmacies,POINT (8279170.366437249 3678695.3324726247)
hamaza pharmacy,Pharmacies,POINT (8280837.809957893 3693924.8441029903)
talib pharmacy,Pharmacies,POINT (8278311.926183997 3681084.9718011464)
hassan veterinary medical store,Pharmacies,POINT (8279277.433523494 3678399.053884863)
rasheed medical  26 genrel store,Pharmacies,POINT (8278676.163557873 3679832.3870954625)
hassan medical and general store,Pharmacies,POINT (8278528.899003503 3680541.496210651)
med valley pharmacy,Pharmacies,POINT (8282110.124945965 3690486.1380583844)
almeraj pharmacy,Pharmacies,POINT (8278585.7609994 3680087.5297164554)
new aitmad medical store ( d9 86 db 8c d9 88  d8 a7 d8 b9 d8 aa d9 85 d8 a7 d8 af) e2 80 ad,Pharmacies,POINT (8278540.309251308 3680547.8975700545)
karim baksh pharmacy and mart,Pharmacies,POINT (8277846.087510874 3685242.872278983)
servaid pharmacy,Pharmacies,POINT (8278299.981602634 3681126.184883367)
al jannat pharmacy,Pharmacies,POINT (8273428.117483915 3707439.0389024736)
allah hoo pharmacy shershah dubai town raiwind road lahore,Pharmacies,POINT (8262740.667131324 3686623.6049635)
life care pharmacy,Pharmacies,POINT (8263576.721034979 3686605.9696698277)
life care pharmacy,Pharmacies,POINT (8263166.864933776 3686640.209815757)
al shifa pharmacy,Pharmacies,POINT (8262413.4100922905 3686652.40585278)
sohaib medical  26 general store,Pharmacies,POINT (8262384.433628838 3686423.5919619817)
"punjab medical store, dha-eme, lahore",Pharmacies,POINT (8261666.122350596 3689496.9320214964)
meditec  2b medical store,Pharmacies,POINT (8262413.231981106 3686650.449268481)
al karim medical store,Pharmacies,POINT (8262355.590748771 3686611.265472802)
jmc pharmacy (jawad medical center),Pharmacies,POINT (8265611.7081183735 3689166.2620568853)
7eleven pharmacy  26 family mart,Pharmacies,POINT (8277690.507390541 3701339.1174512613)
doctorz pharmacy,Pharmacies,POINT (8285933.381725311 3691083.828680894)
cc mart pharmacy,Pharmacies,POINT (8280353.993187007 3693102.2389143514)
city pharmacy,Pharmacies,POINT (8263984.940739666 3678842.9595463825)
rahbar pharmacy,Pharmacies,POINT (8263752.060364926 3680066.9574968857)
al-hafiz pharmacy,Pharmacies,POINT (8263854.574483999 3679369.751758244)
ghani pharmacy,Pharmacies,POINT (8264834.519961452 3678819.756232923)
hayat pharmacy,Pharmacies,POINT (8265110.302867943 3678735.5077174082)
well pharmacia,Pharmacies,POINT (8264850.01563457 3678816.3930596733)
gillani medical store,Pharmacies,POINT (8263996.12834849 3676841.2617227174)
punjab medical store adda plot lahore,Pharmacies,POINT (8263739.80408899 3680022.8929095804)
pharmacy 1  2b  26 cosmetic connection,Pharmacies,POINT (8263854.062414341 3679367.3661444993)
green plus pharmacy,Pharmacies,POINT (8267203.209482399 3688989.3517521094)
apple pharmacy by green,Pharmacies,POINT (8267399.42121687 3688218.021411658)
revive pharmakon,Pharmacies,POINT (8263396.684022518 3678936.516273253)
wapda town pharmacy,Pharmacies,POINT (8267427.785423124 3688249.043806035)
unique medical store,Pharmacies,POINT (8263722.794470798 3679680.498213344)
guardian pharmacy,Pharmacies,POINT (8268445.356888466 3690265.6682389937)
rehat pharmacy,Pharmacies,POINT (8271896.984679746 3693446.7190607046)
curex pharmacy,Pharmacies,POINT (8276864.171678433 3702914.9105572673)
kareem bros medical  26 general store,Pharmacies,POINT (8275159.213489392 3702855.442723009)
km medical  26 general store,Pharmacies,POINT (8276166.699408869 3700941.7729534754)
shifa pharmacy,Pharmacies,POINT (8274249.800041307 3696419.0354234204)
baig pharmacy,Pharmacies,POINT (8281163.686635241 3695364.7355368063)
sher e rabbani pharmacy,Pharmacies,POINT (8263961.285347872 3676618.2613583193)
abeer pharmacy,Pharmacies,POINT (8273701.295514321 3695849.8932864824)
saeed pharmacy,Pharmacies,POINT (8273696.597831809 3697193.703485728)
awais babri pharmacy,Pharmacies,POINT (8282453.32293608 3694655.3671787796)
azaan pharmacy  26 general store,Pharmacies,POINT (8263711.005736722 3676716.610405527)
"servaid pharmacy - q block , phase 2, dha",Pharmacies,POINT (8282895.506217411 3695631.9895835244)
mahmood pharmacy,Pharmacies,POINT (8264976.953249921 3678783.973681125)
health 2bpharmacy,Pharmacies,POINT (8283720.595151221 3692778.7927079536)
green plus pharmacie,Pharmacies,POINT (8263664.952863382 3680227.924955729)
medi aid pharmacy,Pharmacies,POINT (8274764.363255549 3703249.1008864683)
pharmacy,Pharmacies,POINT (8273424.087718347 3705104.5162409446)
new waseem pharmacy,Pharmacies,POINT (8271886.030841853 3703220.92697941)
al majeed pharmacy,Pharmacies,POINT (8272163.895422822 3703289.3307785224)
umer medical  26 general store,Pharmacies,POINT (8273380.506137702 3705098.075878027)
sohail medical and general store,Pharmacies,POINT (8277585.611034367 3700517.788547783)
pharmacy one  2b,Pharmacies,POINT (8272421.266085536 3703337.868058738)
city pharmacy,Pharmacies,POINT (8272993.804490584 3703558.9136653207)
agha khan pharmacy,Pharmacies,POINT (8276301.295805187 3698852.1335881585)
kakar pharmacy,Pharmacies,POINT (8274661.8380045295 3703284.0669247094)
servaid pharmacy,Pharmacies,POINT (8265133.390530333 3678848.851630726)
jameel medical  26 pansar store,Pharmacies,POINT (8263741.97481906 3679658.1146105314)
multicare pharmacy,Pharmacies,POINT (8263964.5804048 3676803.412631728)
fazal din e2 80 99s pharma plus fdpp adda plot pharmacy  26 medical store,Pharmacies,POINT (8263761.967799608 3680117.892706917)
punjab pharmacy,Pharmacies,POINT (8266740.632470355 3683653.1598171056)
pharmacy 1 2b  26 cosmetic connection,Pharmacies,POINT (8263845.034403637 3679335.9751609815)
medfix pharmacy,Pharmacies,POINT (8265334.555982146 3678698.200266395)
al nafay pharmacy,Pharmacies,POINT (8271704.880634485 3695937.0010303278)
noorani medical  26 general store,Pharmacies,POINT (8286954.971824272 3709679.954491489)
noor medical store,Pharmacies,POINT (8289364.515598337 3708978.1555821067)
b 2bcare pharmacy opposite munawa hospital maing g t road lahore,Pharmacies,POINT (8288623.751178802 3709975.659655031)
jalal din pharmacy,Pharmacies,POINT (8286696.220799871 3709682.7903622948)
mahmood pharmacy,Pharmacies,POINT (8287925.744575682 3709827.8911219807)
naeem pharmacy,Pharmacies,POINT (8286482.298134414 3707459.6180637246)
rafique plus pharmacy,Pharmacies,POINT (8288750.1210647505 3707922.3513176087)
green pharmacy,Pharmacies,POINT (8288641.406450043 3708125.9182272297)
servaid pharmacy,Pharmacies,POINT (8287523.836686121 3707402.074896331)
medix pharmacy plus,Pharmacies,POINT (8271421.1049885545 3694140.198339318)
three star medical store,Pharmacies,POINT (8269621.3137253085 3693358.428376096)
ibrahim pharma plus,Pharmacies,POINT (8270905.829329571 3692093.716390806)
al-umer medical store,Pharmacies,POINT (8272757.417551885 3704866.303459649)
hassan pharmacy,Pharmacies,POINT (8276687.708021629 3705570.7004338154)
apple pharmacy,Pharmacies,POINT (8271279.718103298 3705933.0522433575)
healer's pharma,Pharmacies,POINT (8273306.066794208 3705119.9182585627)
ali hajvery pharma  26 clinic,Pharmacies,POINT (8271451.016535731 3705675.3706098967)
ak pharma plus(pharmacy),Pharmacies,POINT (8273258.566767488 3705130.369172187)
health mart pharmacy,Pharmacies,POINT (8272753.454578013 3704852.730631391)
publix pharmacy,Pharmacies,POINT (8273392.706753893 3705106.9460744928)
caretaker pharma plus,Pharmacies,POINT (8282619.09992177 3704241.0807387913)
green pharmacy,Pharmacies,POINT (8282976.858501282 3704154.7366335965)
r.a pharmacy,Pharmacies,POINT (8282606.654402699 3703766.6398424855)
al sheikh pharmacy 2b general store,Pharmacies,POINT (8284016.604809188 3706590.9071784057)
supreme pharmacy (amir town branch),Pharmacies,POINT (8284019.410060357 3707010.320815619)
new servmad  2b pharmacy,Pharmacies,POINT (8283942.788854845 3707445.8463545064)
bsp pharmacy,Pharmacies,POINT (8284271.181352685 3707070.031043095)
docmorris pharmacy,Pharmacies,POINT (8283471.796089297 3706882.356381596)
paragon pharmacy,Pharmacies,POINT (8271892.888122487 3692357.6624983656)
ghosia pharmacy,Pharmacies,POINT (8268908.457102114 3688729.457412111)
madina medical store,Pharmacies,POINT (8271670.828002251 3688807.577774731)
paragon pharmacy,Pharmacies,POINT (8271904.4430856295 3692370.9604383544)
madina medical store,Pharmacies,POINT (8271041.561184696 3689015.8750882754)
savor pharma plus,Pharmacies,POINT (8266697.3180564875 3686944.462177658)
hasan pharmacy,Pharmacies,POINT (8269631.6998338 3688800.5458779684)
al madina medical (madina colony,Pharmacies,POINT (8278548.25746295 3696335.997161264)
al-umer pharmacy,Pharmacies,POINT (8277369.684618075 3697598.5112526356)
al-noor pharmacy  26 general store,Pharmacies,POINT (8286987.699754563 3692220.7297930503)
minhas greens pharmacy,Pharmacies,POINT (8278012.242982833 3689219.753139609)
mehardin plus pharmacy,Pharmacies,POINT (8277163.543185024 3689979.821473228)
nazim brothers pharmacy,Pharmacies,POINT (8278449.238775889 3688926.4422295303)
ms mahboob and sons pharmacy,Pharmacies,POINT (8278519.258735599 3687573.6918033874)
zayan pharmacy and general store,Pharmacies,POINT (8277305.609119175 3689006.025047718)
green plus pharmacy,Pharmacies,POINT (8278818.040248889 3689511.4663098985)
medi pharmacy,Pharmacies,POINT (8273852.378327226 3690107.2695799996)
roomi medical store,Pharmacies,POINT (8277973.136445716 3689235.526530375)
mahmood pharmacy,Pharmacies,POINT (8271666.26390313 3705134.2098851963)
j.s pharmacy,Pharmacies,POINT (8279853.612075892 3700705.260785017)
jahaan pharmacy,Pharmacies,POINT (8269832.175104768 3684653.9962606216)
bismillah pharmacy,Pharmacies,POINT (8268675.676914917 3688294.9122170685)
health care pharmacy,Pharmacies,POINT (8272292.369247147 3689857.2282946976)
zahid pharmacy  26 clinic,Pharmacies,POINT (8270565.770549096 3687916.6595123876)
ali pharmacy  26 general store,Pharmacies,POINT (8270480.321707962 3689380.2016979316)
zulcaif pharmacy,Pharmacies,POINT (8271547.330159165 3689245.4289424177)
mediway pharmacy,Pharmacies,POINT (8270739.774045154 3689249.5386414686)
zaka pharmacy  2b,Pharmacies,POINT (8268975.148609049 3687743.759066964)
good will pharma medical store,Pharmacies,POINT (8277390.512494803 3697660.212096325)
al-khadam pharmacy,Pharmacies,POINT (8277831.760692409 3704232.9688081737)
pakistan pharmacy,Pharmacies,POINT (8277366.578804283 3697321.5793558653)
servaid pharmacy,Pharmacies,POINT (8279939.873549308 3704405.6587384506)
decent pharmacy,Pharmacies,POINT (8275305.954842157 3694664.229786958)
family pharmacy,Pharmacies,POINT (8278838.645486634 3697164.6166447704)
raees pharmacy,Pharmacies,POINT (8277985.993846903 3694656.450531128)
pharmacy by nafees,Pharmacies,POINT (8267799.002529073 3700459.324856903)
mahmood pharmacy head office,Pharmacies,POINT (8277448.910699672 3694706.402315446)
koh-e-noor pharmacy branch ii,Pharmacies,POINT (8265818.728975402 3697832.2214905676)
new abid pharmacy,Pharmacies,POINT (8277806.335320712 3694798.200835819)
azhar pharmacy,Pharmacies,POINT (8270100.343758089 3700671.4121434414)
atlas pharmacy,Pharmacies,POINT (8268349.176848419 3701075.78679771)
zainab medical srore,Pharmacies,POINT (8277815.652762092 3694501.2449707612)
pakistan pharmacy,Pharmacies,POINT (8269552.585071691 3691455.289480168)
caretaker pharma,Pharmacies,POINT (8270588.234822338 3690367.675973992)
hassan medical store,Pharmacies,POINT (8271278.148498478 3703990.3840827965)
usman pharmacy,Pharmacies,POINT (8269339.764469194 3704412.4644960985)
medi plus pharmacy,Pharmacies,POINT (8270134.129223545 3704957.995560651)
umer medical store,Pharmacies,POINT (8270837.735197053 3704965.206594291)
al nafay pharmacy poonch road branch,Pharmacies,POINT (8271277.213414755 3703762.3946327153)
noori chemist,Pharmacies,POINT (8272360.118289243 3706041.2399152825)
elaj pharmacy,Pharmacies,POINT (8270068.216953047 3704194.8258251394)
iris pharmacy,Pharmacies,POINT (8269818.048661387 3704272.4965596716)
medicina medical store,Pharmacies,POINT (8271239.631954664 3704922.0580272707)
zee pharmacy,Pharmacies,POINT (8269663.715319351 3704268.7214318016)
red crescent pharmacy,Pharmacies,POINT (8270050.728661044 3704968.3026372166)
carefirst pharmacy,Pharmacies,POINT (8270198.950563034 3704958.6095434227)
al madni pharmacy,Pharmacies,POINT (8269750.900744541 3704908.8509124042)
sikandar medical  26 general store,Pharmacies,POINT (8269893.311769111 3704278.6099180114)
al-dawa pharmacy  26 super store,Pharmacies,POINT (8269780.333617906 3704280.80445765)
khan medical  26 general store,Pharmacies,POINT (8269151.634529752 3704486.4397998704)
iris pharmacy,Pharmacies,POINT (8270331.532076567 3706039.7636128487)
new mahmood pharmacy,Pharmacies,POINT (8270376.082136785 3705999.446254449)
medi link pharmacy,Pharmacies,POINT (8269766.819431723 3704909.582463397)
abdullah medical store,Pharmacies,POINT (8277913.647309836 3694669.0330883344)
clinix al-noor street fteh garh lahore,Pharmacies,POINT (8281823.955930983 3706485.771859084)
al noor pharmacy,Pharmacies,POINT (8280857.101625647 3690738.827952348)
al noor pharmacy,Pharmacies,POINT (8278406.013417616 3708820.1149446066)
alnoor medical and general store,Pharmacies,POINT (8281459.017244315 3709627.079343872)
